Total Population,zip
1005,76372
155,76373
3629,76374
438,76377
596,76379
3526,76380
12279,76384
205,76388
1418,76389
30703,76401
720,76402
8656,76424
11132,76426
1030,76427
129,76429
2260,76430
4543,76431
1178,76432
1945,76433
541,76435
101,76436
5920,76437
0,76439
7281,76442
1828,76443
3793,76444
416,76445
8554,76446
4969,76448
2389,76449
13003,76450
133,76452
1442,76453
1668,76454
698,76455
4023,76457
6049,76458
139,76459
472,76460
4669,76462
500,76463
409,76464
621,76466
73,76469
3022,76470
1464,76471
1503,76472
340,76474
947,76475
3423,76476
205,76481
746,76483
739,76484
1379,76486
2707,76487
39,76490
625,76491
17200,76501
48508,76502
24276,76504
2390,76511
43738,76513
1473,76518
483,76519
7878,76520
41087,76522
477,76523
4053,76524
1227,76525
4141,76527
19323,76528
2424,76530
4591,76531
2890,76534
11501,76537
1155,76538
8713,76539
18849,76541
52059,76542
33220,76543
26040,76544
32608,76548
55730,76549
13574,76550
2509,76554
2008,76556
5389,76557
6443,76559
1207,76561
39,76565
344,76566
8244,76567
3304,76569
2243,76570
9648,76571
27,76573
19629,76574
3196,76577
1232,76578
5129,76579
1097,76596
3123,76597
440,76598
1764,76599
1002,76621
1558,76622
197,76623
2587,76624
1363,76626
1389,76627
91,76628
1916,76629
1953,76630
540,76631
1901,76632
6348,76633
7316,76634
1397,76635
1638,76636
466,76637
3106,76638
1823,76639
2953,76640
1714,76641
6216,76642
16034,76643
10970,76645
2751,76648
700,76649
96,76650
3902,76651
955,76652
1426,76653
173,76654
8591,76655
2560,76656
12160,76657
664,76660
7118,76661
3698,76664
2596,76665
186,76666
10275,76667
1934,76670
2011,76671
1162,76673
317,76676
112,76678
1161,76679
199,76680
419,76681
3276,76682
49,76685
230,76686
1741,76687
4308,76689
1285,76690
6315,76691
9673,76692
2320,76693
1861,76701
7450,76704
31985,76705
40770,76706
16516,76707
26917,76708
23008,76710
9474,76711
28758,76712
2907,76798
25048,76801
5667,76802
135,76820
4436,76821
2741,76823
0,76824
6415,76825
611,76827
236,76828
0,76831
572,76832
4992,76834
3,76836
1964,76837
186,76841
179,76842
3307,76844
231,76845
66,76848
3733,76849
286,76852
1639,76853
290,76854
3506,76856
1989,76857
226,76858
1728,76859
2048,76861
167,76862
800,76864
200,76865
946,76866
190,76869
70,76870
561,76871
798,76872
89,76873
0,76874
484,76875
4509,76877
1717,76878
0,76880
194,76882
75,76884
65,76885
68,76887
127,76888
902,76890
31415,76901
0,76902
30955,76903
37090,76904
13424,76905
1943,76908
512,76909
87,76930
3308,76932
1238,76933
1068,76934
1721,76935
2474,76936
56,76937
0,76939
14,76940
1237,76941
2841,76943
1825,76945
3386,76950
1392,76951
85,76953
241,76955
189,76957
241,76958
18800,77002
10169,77003
35506,77004
28470,77005
24006,77006
42881,77007
38496,77008
36872,77009
837,77010
16685,77011
17950,77012
18512,77013
37573,77014
59314,77015
29376,77016
32574,77017
28892,77018
22839,77019
25715,77020
25500,77021
26903,77022
25680,77023
37269,77024
29295,77025
20732,77026
19478,77027
18669,77028
16008,77029
12546,77030
17351,77031
13743,77032
28255,77033
37273,77034
34254,77035
72278,77036
17585,77037
32142,77038
27907,77039
49762,77040
31912,77041
40747,77042
25900,77043
54313,77044
32478,77045
1254,77046
33569,77047
19741,77048
41035,77049
5949,77050
16974,77051
30175,77053
26708,77054
43362,77055
21941,77056
45023,77057
17956,77058
18370,77059
46266,77060
25169,77061
24561,77062
39554,77063
49240,77064
38994,77065
39234,77066
32405,77067
11451,77068
20633,77069
58409,77070
26990,77071
61688,77072
41866,77073
38624,77074
41271,77075
33529,77076
62933,77077
14241,77078
35097,77079
47661,77080
52360,77081
53401,77082
75004,77083
108557,77084
16550,77085
29705,77086
35960,77087
54007,77088
56988,77089
40764,77090
30357,77091
36320,77092
48215,77093
10623,77094
69644,77095
33001,77096
15553,77098
49541,77099
4310,77204
34299,77301
19076,77302
24106,77303
40317,77304
16443,77306
30577,77316
19127,77318
38170,77320
235,77326
33673,77327
17860,77328
7465,77331
226,77334
3157,77335
11835,77336
47997,77338
43810,77339
33969,77340
0,77341
0,77342
26791,77345
70704,77346
134,77350
34676,77351
40094,77354
31593,77355
29515,77356
30907,77357
5013,77358
265,77359
5700,77360
6626,77362
3177,77363
2005,77364
39385,77365
460,77367
0,77368
598,77369
7370,77371
13364,77372
64828,77373
378,77374
67965,77375
596,77376
38188,77377
18112,77378
83247,77379
30034,77380
36414,77381
41085,77382
22958,77384
26497,77385
66816,77386
52127,77388
43674,77389
60253,77396
17233,77401
63187,77406
76600,77407
0,77412
24107,77414
393,77415
3267,77417
10384,77418
746,77419
2313,77420
14302,77422
15627,77423
2086,77426
94,77428
90790,77429
1718,77430
345,77431
0,77432
107887,77433
4103,77434
4242,77435
0,77436
18466,77437
121,77440
27067,77441
1451,77442
114,77443
809,77444
14680,77445
6276,77446
19196,77447
186,77448
122098,77449
72651,77450
472,77451
187,77453
159,77454
1962,77455
1345,77456
526,77457
13,77458
79937,77459
132,77460
12719,77461
411,77464
7272,77465
335,77466
0,77467
0,77468
60971,77469
404,77470
43116,77471
24,77473
14819,77474
446,77475
270,77476
33771,77477
23105,77478
91618,77479
8017,77480
103,77481
1403,77482
319,77483
13661,77484
3454,77485
7689,77486
14205,77488
37748,77489
55317,77493
130920,77494
54402,77498
36374,77502
23248,77503
25401,77504
23179,77505
37561,77506
561,77507
13506,77510
50799,77511
5541,77514
33406,77515
6160,77517
10313,77518
561,77519
36488,77520
66215,77521
27489,77523
31304,77530
15842,77531
31384,77532
1059,77533
3210,77534
36841,77535
33111,77536
987,77538
47240,77539
17087,77541
25988,77545
53830,77546
9336,77547
23215,77550
22521,77551
9825,77554
3,77555
1079,77560
45,77561
9793,77562
10382,77563
1907,77564
6493,77565
30538,77566
20417,77568
37346,77571
95704,77573
16392,77575
1106,77577
24322,77578
0,77580
50554,77581
363,77582
44443,77583
90364,77584
1036,77585
23802,77586
16185,77587
33347,77590
15914,77591
398,77597
26635,77598
9814,77611
9725,77612
855,77613
493,77614
339,77615
686,77616
38,77617
17110,77619
1990,77622
515,77623
644,77624
8274,77625
22180,77627
576,77629
29160,77630
21451,77632
16896,77640
38720,77642
2073,77650
13635,77651
294,77655
17280,77656
21084,77657
6305,77659
1111,77660
371,77661
25849,77662
888,77663
2621,77664
6593,77665
12955,77701
3234,77702
11704,77703
38228,77705
29693,77706
18124,77707
13284,77708
14458,77713
15163,77801
24226,77802
32130,77803
12949,77807
14666,77808
2815,77830
3095,77831
28884,77833
2912,77835
12042,77836
1439,77837
53891,77840
7591,77843
73969,77845
14,77852
1009,77853
64,77855
4748,77856
1033,77857
7220,77859
2921,77861
348,77863
7565,77864
2141,77865
0,77866
211,77867
17559,77868
2528,77871
2327,77872
1287,77873
0,77875
175,77876
705,77878
4876,77879
2041,77880
36,77882
40137,77901
29761,77904
16500,77905
156,77950
1246,77951
10918,77954
8492,77957
55,77960
137,77961
3813,77962
5246,77963
7911,77964
3220,77968
224,77969
273,77970
854,77971
23,77973
565,77974
1643,77975
49,77976
536,77977
458,77978
16607,77979
791,77982
2337,77983
4365,77984
16,77986
146,77987
161,77988
962,77990
526,77991
214,77993
430,77994
10890,77995
0,78001
8047,78002
8940,78003
610,78004
1421,78005
41236,78006
196,78007
365,78008
9202,78009
4174,78010
1608,78011
253,78012
5169,78013
5245,78014
21583,78015
11345,78016
5471,78017
1877,78019
5,78021
4724,78022
28195,78023
1190,78024
5264,78025
6426,78026
460,78027
39906,78028
0,78029
2193,78039
36727,78040
47594,78041
44443,78043
397,78044
67686,78045
69422,78046
713,78050
6339,78052
2036,78055
2096,78056
556,78057
871,78058
6106,78059
10892,78061
0,78062
10309,78063
15969,78064
11741,78065
707,78066
811,78067
7124,78069
18529,78070
3837,78071
437,78072
9219,78073
69,78074
154,78075
13037,78076
8863,78101
26887,78102
86,78104
310,78107
46463,78108
52507,78109
0,78111
10234,78112
2691,78113
23351,78114
220,78116
667,78117
4147,78118
7147,78119
14461,78121
207,78122
2310,78123
7250,78124
21,78125
91275,78130
37386,78132
22120,78133
3889,78140
850,78141
35,78142
191,78143
0,78144
81,78145
798,78146
1709,78147
22236,78148
0,78150
1592,78151
2969,78152
40535,78154
52295,78155
587,78159
5008,78160
519,78161
343,78162
15389,78163
3397,78164
45355,78201
9695,78202
5174,78203
11969,78204
1741,78205
51381,78207
4186,78208
43184,78209
33413,78210
31433,78211
26911,78212
42321,78213
22914,78214
3231,78215
42379,78216
32152,78217
37122,78218
16442,78219
16919,78220
40272,78221
24866,78222
55063,78223
20965,78224
13802,78225
7357,78226
45553,78227
57172,78228
34082,78229
42387,78230
9972,78231
36169,78232
47172,78233
5534,78234
2548,78235
8154,78236
38492,78237
25900,78238
30482,78239
57532,78240
36404,78242
299,78243
36234,78244
92770,78245
49888,78247
13366,78248
60769,78249
59434,78250
62064,78251
15624,78252
63735,78253
76945,78254
18149,78255
12195,78256
9783,78257
48344,78258
26568,78259
35972,78260
25729,78261
5642,78263
12545,78264
6913,78266
489,78330
27003,78332
11774,78336
0,78338
316,78339
396,78340
1508,78341
363,78342
4554,78343
488,78344
24,78347
568,78349
652,78351
235,78352
381,78353
7080,78355
2817,78357
832,78358
2122,78359
0,78360
4830,78361
10737,78362
29246,78363
8989,78368
220,78369
5350,78370
130,78371
4999,78372
3242,78373
20037,78374
3238,78375
258,78376
3296,78377
1597,78379
24055,78380
19425,78382
4374,78383
5510,78384
116,78385
9148,78387
2097,78389
5737,78390
150,78391
1966,78393
4583,78401
308,78402
14873,78404
14901,78405
2240,78406
1796,78407
10104,78408
2424,78409
28167,78410
23492,78411
40398,78412
35750,78413
48891,78414
42831,78415
13865,78416
4542,78417
29626,78418
553,78419
59954,78501
21799,78503
60999,78504
34469,78516
62344,78520
87040,78521
59547,78526
633,78535
404,78536
51034,78537
10091,78538
37182,78539
0,78540
48558,78541
83925,78542
8614,78543
444,78545
358,78547
1384,78548
838,78549
54441,78550
40824,78552
14075,78557
533,78558
12973,78559
4500,78560
900,78561
3157,78562
62,78563
48,78564
57,78565
24232,78566
484,78567
4133,78569
35043,78570
76753,78572
43555,78573
63165,78574
4649,78575
13466,78576
79496,78577
10540,78578
3063,78579
13344,78580
44988,78582
6384,78583
17721,78584
0,78585
49504,78586
124,78588
40115,78589
711,78590
270,78591
587,78592
5015,78593
1398,78594
6128,78595
36545,78596
2386,78597
108,78598
35999,78599
34978,78602
7463,78605
6942,78606
208,78607
298,78608
1880,78609
44410,78610
13815,78611
19354,78612
88189,78613
302,78614
1781,78615
8821,78616
29244,78617
310,78618
6067,78619
19893,78620
26133,78621
353,78622
1094,78623
23538,78624
40758,78626
41428,78628
12054,78629
2818,78631
1188,78632
27292,78633
41099,78634
73,78635
3582,78636
1982,78638
8274,78639
68265,78640
87106,78641
20699,78642
6811,78643
20088,78644
14344,78645
8250,78648
2807,78650
5199,78652
32884,78653
19379,78654
3671,78655
2631,78656
6958,78657
78,78658
2782,78659
113386,78660
437,78661
3035,78662
599,78663
62168,78664
61640,78665
86530,78666
10802,78669
156,78670
755,78671
687,78672
233,78674
96,78675
15321,78676
12,78677
57760,78681
10659,78701
25723,78702
22669,78703
50250,78704
32644,78705
210,78712
34499,78717
1511,78719
10445,78721
6308,78722
37000,78723
28331,78724
9896,78725
13696,78726
30601,78727
27111,78728
31309,78729
9746,78730
26314,78731
19311,78732
9014,78733
21685,78734
19793,78735
9352,78736
24951,78737
28613,78738
19907,78739
45780,78741
1241,78742
49452,78744
61322,78745
28329,78746
21253,78747
53550,78748
34714,78749
28564,78750
16326,78751
22599,78752
59951,78753
31110,78754
9816,78756
25183,78757
51185,78758
45400,78759
21248,78801
0,78802
742,78827
83,78828
1124,78829
479,78830
3157,78832
1261,78833
7386,78834
65,78836
128,78837
105,78838
7415,78839
47030,78840
0,78841
0,78842
459,78843
827,78850
61,78851
56745,78852
0,78860
13131,78861
1302,78870
32,78871
1161,78872
1278,78873
1061,78877
291,78879
1269,78880
1415,78881
267,78883
1068,78884
100,78885
393,78886
210,78931
486,78932
1120,78933
6478,78934
594,78935
221,78938
2071,78940
3430,78941
9746,78942
304,78943
676,78944
10718,78945
931,78946
4818,78947
689,78948
662,78949
2376,78950
0,78951
1145,78953
1272,78954
5067,78956
9887,78957
1601,78959
5202,78962
608,78963
210,79001
33,79002
132,79003
1669,79005
13928,79007
0,79008
1627,79009
423,79010
214,79011
0,79012
3019,79013
3195,79014
22659,79015
600,79016
399,79018
1800,79019
72,79021
10672,79022
339,79024
13,79025
4720,79027
15358,79029
1263,79031
114,79032
26,79033
510,79034
5439,79035
5147,79036
695,79039
2271,79040
2612,79041
1103,79042
1634,79043
662,79044
18597,79045
588,79046
4,79051
1157,79052
95,79053
551,79054
65,79056
1167,79057
0,79058
645,79059
328,79061
330,79062
629,79063
2371,79064
19549,79065
12,79066
3269,79068
9693,79070
25747,79072
16,79073
150,79078
2409,79079
437,79080
3257,79081
197,79082
1715,79083
1402,79084
0,79085
3420,79086
838,79087
5355,79088
70,79091
1277,79092
127,79093
12,79094
2736,79095
2001,79096
1063,79097
450,79098
2498,79101
8805,79102
10961,79103
6253,79104
27992,79106
38441,79107
11161,79108
42659,79109
18844,79110
1854,79111
26937,79118
22371,79119
5696,79121
11207,79124
6799,79201
212,79220
103,79223
901,79225
2713,79226
1125,79227
255,79229
60,79230
20,79231
96,79233
106,79234
3152,79235
189,79236
429,79237
104,79239
249,79240
2138,79241
21,79243
789,79244
2227,79245
23,79247
1520,79248
1136,79250
32,79251
2702,79252
412,79255
288,79256
854,79257
8,79258
58,79259
381,79261
3705,79311
1176,79312
1451,79313
104,79314
10109,79316
1877,79322
7275,79323
4,79324
2374,79325
59,79326
3306,79329
60,79330
11619,79331
15489,79336
6704,79339
362,79342
1443,79343
0,79344
1059,79345
1790,79346
7182,79347
398,79350
1100,79351
23,79353
1573,79355
5654,79356
1936,79357
1412,79358
3321,79359
16858,79360
5506,79363
7541,79364
1073,79366
598,79367
47,79369
1166,79370
1387,79371
1483,79372
2897,79373
112,79376
322,79377
234,79378
698,79379
83,79380
1500,79381
8999,79382
85,79383
9431,79401
0,79402
16194,79403
8935,79404
7765,79406
23177,79407
10502,79410
6437,79411
15161,79412
23523,79413
18027,79414
17086,79415
35524,79416
42284,79423
50448,79424
2648,79501
1244,79502
150,79503
3181,79504
225,79505
546,79506
1041,79508
8058,79510
1044,79511
7879,79512
140,79517
115,79518
57,79519
2552,79520
3359,79521
2829,79525
946,79526
274,79527
524,79528
1132,79529
505,79530
754,79532
442,79533
213,79534
117,79535
6123,79536
40,79537
173,79538
197,79539
38,79540
1253,79541
1178,79543
577,79544
1873,79545
1749,79546
867,79547
162,79548
15608,79549
3081,79553
12621,79556
60,79560
508,79561
4157,79562
1024,79563
365,79565
228,79566
3064,79567
26603,79601
26487,79602
24189,79603
28989,79605
27797,79606
3699,79607
116,79699
28461,79701
21434,79703
41140,79705
32527,79706
39347,79707
879,79713
18362,79714
625,79718
345,79719
32297,79720
558,79721
104,79730
4387,79731
397,79733
1859,79734
13056,79735
326,79738
939,79739
380,79741
419,79742
267,79743
1749,79744
6561,79745
536,79748
578,79749
2000,79752
96,79754
72,79755
9632,79756
2540,79758
0,79759
31521,79761
39649,79762
35940,79763
25907,79764
21210,79765
11822,79766
0,79769
0,79770
13305,79772
0,79776
138,79777
1202,79778
77,79780
65,79781
3972,79782
90,79783
30,79785
798,79788
1021,79789
6678,79821
7912,79830
121,79832
246,79834
12378,79835
7751,79836
201,79837
5470,79838
1365,79839
340,79842
2814,79843
3354,79845
0,79846
78,79847
801,79848
13200,79849
1376,79851
531,79852
3007,79853
133,79854
2160,79855
8747,79901
19108,79902
15729,79903
31634,79904
22133,79905
5970,79906
49169,79907
4378,79908
8844,79911
76890,79912
36737,79915
3395,79916
311,79918
33,79920
6796,79922
60667,79924
40001,79925
42241,79927
79330,79928
25899,79930
29269,79932
26620,79934
18815,79935
107512,79936
95452,79938
20589,80002
36233,80003
35349,80004
29155,80005
17641,80007
42892,80010
52633,80011
52741,80012
73870,80013
39024,80014
72841,80015
64842,80016
40299,80017
15569,80018
4809,80019
53475,80020
35128,80021
58681,80022
25988,80023
83,80024
45,80025
32675,80026
34161,80027
16891,80030
36274,80031
27384,80033
1627,80045
354,80101
6375,80102
3184,80103
35084,80104
1823,80105
4823,80106
14467,80107
33259,80108
27852,80109
24190,80110
32116,80111
36058,80112
22784,80113
4884,80116
2430,80117
5940,80118
30421,80120
18049,80121
31650,80122
45388,80123
22567,80124
13048,80125
43691,80126
44235,80127
37061,80128
29974,80129
25551,80130
250,80131
28159,80132
2527,80133
75383,80134
4061,80135
6104,80136
1944,80137
36113,80138
18180,80202
21650,80203
34534,80204
34289,80205
24903,80206
22313,80207
25180,80209
37792,80210
36187,80211
20418,80212
26634,80214
19143,80215
16564,80216
18679,80218
64696,80219
36236,80220
40140,80221
23619,80222
19848,80223
18613,80224
32063,80226
35187,80227
34813,80228
55929,80229
10512,80230
34484,80231
22707,80232
48694,80233
28796,80234
8593,80235
16183,80236
22393,80237
29391,80238
46450,80239
33656,80241
13067,80246
28580,80247
39685,80249
35309,80260
0,80264
0,80266
349,80290
0,80293
0,80294
24593,80301
30569,80302
24865,80303
25617,80304
16280,80305
7597,80310
42777,80401
20809,80403
0,80419
819,80420
9065,80421
4347,80422
160,80423
10811,80424
329,80425
46,80426
686,80427
512,80428
145,80430
208,80432
8386,80433
46,80434
8336,80435
423,80436
649,80438
24764,80439
2574,80440
2315,80442
4118,80443
1104,80444
3477,80446
2183,80447
0,80448
1190,80449
1001,80451
3316,80452
329,80453
1430,80454
402,80455
399,80456
430,80457
2561,80459
7052,80461
92,80463
15783,80465
3442,80466
2512,80467
411,80468
356,80469
3898,80470
0,80471
53,80473
189,80474
9,80475
231,80476
1766,80478
12,80479
1196,80480
532,80481
1207,80482
504,80483
18383,80487
8426,80498
43222,80501
36235,80503
60527,80504
522,80510
1619,80512
16184,80513
6275,80514
849,80515
34998,80516
10407,80517
1736,80520
38200,80521
38711,80524
55315,80525
44478,80526
24032,80528
5774,80530
193,80532
19368,80534
2462,80535
2437,80536
43620,80537
48929,80538
4637,80540
5179,80542
9109,80543
0,80544
968,80545
234,80546
7122,80547
13862,80549
41428,80550
41062,80601
40886,80602
15617,80603
3172,80610
809,80611
309,80612
8840,80615
21048,80620
13863,80621
202,80622
1082,80623
681,80624
54346,80631
62001,80634
13599,80640
5146,80642
3989,80643
2604,80644
4810,80645
0,80646
1296,80648
347,80649
1896,80650
4441,80651
342,80652
877,80653
2857,80654
17085,80701
882,80705
2305,80720
304,80721
414,80722
6727,80723
393,80726
506,80727
1151,80728
403,80729
1397,80731
24,80732
565,80733
3057,80734
323,80735
553,80736
1651,80737
119,80740
1011,80741
224,80742
1259,80743
449,80744
68,80745
61,80746
468,80747
285,80749
201,80750
17263,80751
138,80754
127,80755
176,80757
3535,80758
4657,80759
91,80801
173,80802
297,80804
400,80805
4267,80807
6511,80808
966,80809
1170,80810
306,80812
1747,80813
3485,80814
852,80815
6796,80816
31132,80817
389,80818
701,80819
512,80820
1319,80821
283,80822
211,80823
379,80824
346,80825
1190,80826
762,80827
2291,80828
5576,80829
171,80830
31824,80831
975,80832
942,80833
320,80834
766,80835
1028,80836
6665,80840
515,80860
265,80861
35,80862
12922,80863
1304,80864
11875,80902
17046,80903
21555,80904
17238,80905
38732,80906
27628,80907
22049,80908
37113,80909
32038,80910
35001,80911
6697,80913
468,80914
23031,80915
39795,80916
32069,80917
49218,80918
28624,80919
38727,80920
23767,80921
29750,80922
31593,80923
15187,80924
15500,80925
1838,80926
6002,80927
698,80928
122,80929
1857,80930
847,80938
0,80939
4603,80951
31160,81001
14875,81003
26261,81004
31499,81005
11503,81006
34337,81007
11146,81008
1548,81019
823,81020
12,81021
1594,81022
1350,81023
233,81024
716,81025
123,81027
309,81029
143,81030
195,81033
1007,81036
1517,81039
263,81040
579,81041
38,81043
146,81044
84,81045
3,81046
1588,81047
131,81049
9601,81050
9143,81052
4731,81054
1572,81055
414,81057
1124,81058
52,81059
1701,81062
3111,81063
296,81064
5605,81067
2510,81069
252,81071
1751,81073
764,81076
842,81077
99,81081
11894,81082
51,81084
141,81087
4761,81089
957,81090
1036,81091
841,81092
15245,81101
2043,81120
357,81121
9125,81122
729,81123
356,81124
3562,81125
371,81126
16,81128
0,81129
762,81130
998,81131
3278,81132
1109,81133
440,81136
5495,81137
39,81138
2032,81140
1012,81141
766,81143
6766,81144
820,81146
12879,81147
365,81148
1019,81149
1708,81151
1187,81152
1203,81154
260,81155
8922,81201
301,81210
8007,81211
32146,81212
132,81220
452,81221
379,81222
2023,81223
3431,81224
1028,81225
8221,81226
0,81227
0,81228
10694,81230
32,81232
1019,81233
829,81235
1738,81236
143,81237
134,81239
4386,81240
178,81241
913,81242
118,81243
553,81244
197,81248
351,81251
4060,81252
457,81253
29894,81301
9440,81303
485,81320
14649,81321
5070,81323
1508,81324
73,81325
2611,81326
330,81327
3983,81328
132,81330
208,81331
445,81332
1691,81334
54,81335
23665,81401
11384,81403
1768,81410
2,81411
5736,81413
2137,81415
13812,81416
1498,81418
3044,81419
479,81422
1590,81423
1098,81424
5559,81425
180,81426
1227,81427
3679,81428
106,81429
745,81430
555,81431
3075,81432
627,81433
158,81434
5602,81435
23998,81501
16152,81503
31380,81504
11629,81505
11879,81506
16162,81507
13682,81520
16431,81521
107,81522
669,81523
2670,81524
1490,81525
5110,81526
1497,81527
16547,81601
600,81610
9599,81611
87,81612
3076,81615
11468,81620
5869,81621
17109,81623
1610,81624
12449,81625
1119,81630
8335,81631
10819,81632
0,81633
7000,81635
9733,81637
65,81638
2560,81639
120,81640
3819,81641
12,81642
468,81643
1000,81645
258,81646
6528,81647
2620,81648
292,81649
14130,81650
6059,81652
0,81653
1631,81654
181,81655
605,81656
5051,81657
38043,82001
481,82005
21755,82007
34835,82009
217,82050
49,82051
81,82052
1301,82053
955,82054
345,82055
16,82058
296,82059
559,82060
0,82061
58,82063
19598,82070
16835,82072
48,82073
83,82081
1811,82082
326,82083
112,82084
906,82190
6597,82201
234,82210
667,82212
522,82213
1161,82214
245,82215
43,82217
12,82218
37,82219
507,82221
187,82222
721,82223
2,82224
1749,82225
314,82227
70,82229
9752,82240
157,82242
280,82243
506,82244
8349,82301
34,82310
707,82321
162,82322
340,82323
162,82324
687,82325
850,82327
392,82329
2370,82331
20,82332
597,82334
0,82335
251,82336
6942,82401
2033,82410
657,82411
644,82412
15932,82414
753,82420
293,82421
0,82422
223,82423
3220,82426
78,82428
62,82430
3200,82431
292,82432
1037,82433
74,82434
12398,82435
49,82440
170,82441
864,82442
4546,82443
216,82450
18898,82501
1109,82510
304,82512
1491,82513
1410,82514
470,82515
283,82516
13248,82520
993,82523
26973,82601
27492,82604
18567,82609
226,82620
0,82630
9555,82633
116,82635
3903,82636
4107,82637
115,82638
824,82639
115,82640
51,82642
205,82643
1739,82644
26,82646
114,82648
1107,82649
5383,82701
408,82710
9,82711
363,82712
38,82714
18167,82716
25413,82718
811,82720
2929,82721
123,82723
83,82725
1451,82727
2678,82729
1434,82730
144,82731
1509,82732
25665,82801
216,82831
1259,82832
226,82833
7517,82834
363,82835
1085,82836
38,82837
519,82838
1354,82839
548,82842
10,82844
85,82845
27713,82901
328,82922
600,82923
299,82925
21,82929
14804,82930
828,82932
802,82933
197,82934
12316,82935
10,82936
3013,82937
226,82938
1386,82939
4773,82941
68,82942
61,82943
612,82944
236,82945
17721,83001
296,83011
127,83012
386,83013
2562,83014
950,83025
3181,83101
5172,83110
397,83111
868,83112
2444,83113
783,83114
357,83115
664,83116
309,83118
197,83119
342,83120
0,83121
997,83122
611,83123
120,83124
553,83126
3982,83127
1704,83128
39170,83201
22716,83202
30,83203
18465,83204
1308,83209
3949,83210
6399,83211
388,83212
1299,83213
665,83214
21,83215
947,83217
438,83218
80,83220
28822,83221
193,83223
2296,83226
70,83227
1101,83228
473,83232
262,83233
1462,83234
124,83235
2018,83236
1332,83237
100,83238
862,83239
2377,83241
14,83243
434,83244
2411,83245
1106,83246
2095,83250
1286,83251
4546,83252
84,83253
3527,83254
1113,83255
747,83261
1031,83262
9813,83263
334,83271
212,83272
10593,83274
3887,83276
168,83277
372,83278
81,83281
206,83283
31,83285
1451,83286
240,83287
61291,83301
338,83302
690,83311
137,83312
4037,83313
865,83314
10335,83316
19324,83318
1467,83320
496,83321
64,83322
1646,83323
712,83324
799,83325
1034,83327
6167,83328
6853,83330
2427,83332
11869,83333
2406,83334
2296,83335
6404,83336
15,83337
21284,83338
5344,83340
8798,83341
1370,83342
1246,83344
1367,83346
3057,83347
56,83348
1216,83349
12355,83350
3381,83352
1373,83353
10,83354
5396,83355
47381,83401
28037,83402
25947,83404
19251,83406
615,83414
2737,83420
379,83421
3613,83422
684,83423
87,83424
740,83425
2655,83427
525,83428
643,83429
879,83431
29,83433
1695,83434
503,83435
860,83436
373,83438
49410,83440
24445,83442
1094,83443
1083,83444
7213,83445
25,83446
3166,83448
226,83449
1131,83450
1038,83451
2205,83452
386,83454
5908,83455
18,83460
388,83462
49,83463
308,83464
64,83465
80,83466
6817,83467
175,83468
34,83469
37136,83501
314,83520
2595,83522
799,83523
853,83524
377,83525
273,83526
5840,83530
219,83533
1014,83535
4338,83536
1060,83537
2240,83539
2435,83540
1032,83541
132,83542
789,83543
6329,83544
400,83545
441,83546
282,83547
133,83548
665,83549
810,83552
1015,83553
351,83554
386,83555
5,83602
495,83604
39636,83605
34178,83607
995,83610
3041,83611
2022,83612
1310,83615
33860,83616
16858,83617
8170,83619
2132,83622
1580,83623
1665,83624
1362,83626
526,83627
4674,83628
1879,83629
1484,83631
577,83632
629,83633
34650,83634
572,83636
265,83637
7410,83638
3318,83639
4014,83641
54645,83642
116,83643
15349,83644
881,83645
72804,83646
22106,83647
3184,83648
501,83650
36863,83651
1595,83654
5350,83655
620,83656
343,83657
6578,83660
10545,83661
41,83666
14235,83669
717,83670
8736,83672
5373,83676
327,83677
56267,83686
37095,83687
23113,83702
18168,83703
40520,83704
27849,83705
36806,83706
58321,83709
9217,83712
29722,83713
26202,83714
21092,83716
0,83720
0,83725
7494,83801
152,83802
546,83803
1631,83804
8775,83805
232,83806
138,83808
460,83809
1630,83810
1701,83811
16,83812
1063,83813
26611,83814
38934,83815
216,83821
1830,83822
1552,83823
403,83824
177,83825
101,83826
199,83827
300,83830
1775,83832
1390,83833
224,83834
23229,83835
833,83836
3181,83837
1146,83839
673,83840
601,83841
99,83842
24223,83843
4478,83844
1913,83845
717,83846
1527,83847
228,83848
2240,83849
2429,83850
2096,83851
1189,83852
50378,83854
1774,83855
6918,83856
1294,83857
18575,83858
7989,83860
6701,83861
19405,83864
299,83866
576,83867
894,83868
5667,83869
415,83870
2299,83871
759,83872
1726,83873
91,83874
1566,83876
693,84001
275,84002
53731,84003
10260,84004
45638,84005
1017,84006
410,84007
0,84008
39891,84009
47030,84010
703,84013
16740,84014
69772,84015
4554,84017
291,84018
50635,84020
3272,84021
587,84022
121,84023
79,84024
24463,84025
831,84026
654,84027
653,84028
13357,84029
189,84031
24748,84032
1051,84033
146,84034
472,84035
8629,84036
39342,84037
471,84038
497,84039
27223,84040
55009,84041
11478,84042
77551,84043
29275,84044
40053,84045
501,84046
36742,84047
6891,84049
12076,84050
484,84051
1285,84052
768,84053
21937,84054
1701,84055
3482,84056
38222,84057
34251,84058
15667,84059
8615,84060
307,84061
47430,84062
310,84063
1012,84064
48759,84065
14181,84066
38952,84067
437,84069
30390,84070
2266,84071
384,84072
165,84073
55917,84074
32861,84075
484,84076
30075,84078
228,84080
52180,84081
792,84082
1163,84083
31933,84084
283,84085
407,84086
16772,84087
38785,84088
28439,84092
24354,84093
27971,84094
